emulator_scenario,fair_scenario,short,year,p5,p17,p33,p50,p66,p83,p95
vl,verylow,VLLO,2017,0.8780166904420373,0.9798191150391168,1.053300744205378,1.1023134496813292,1.1572988586862727,1.2194409914066862,1.2903357752630529
vl,verylow,VLLO,2018,0.9019020836746856,1.0107412803035671,1.0773944868034873,1.1398037874701568,1.1921493497756928,1.2502072726857605,1.3322172177540064
vl,verylow,VLLO,2019,0.9344726739610626,1.0328651319264963,1.104811557431628,1.1680297181693475,1.222896674760237,1.2846047192395986,1.3664970794208564
vl,verylow,VLLO,2020,0.9525107974834284,1.0563886172549253,1.1144221242100376,1.1723967580949726,1.2298556456020284,1.290118909365553,1.387148632751225
vl,verylow,VLLO,2021,0.9715803963949274,1.080995406026514,1.1523605314605805,1.20711135653781,1.2624071628842042,1.326742384217821,1.4250871934917702
vl,verylow,VLLO,2022,0.9821187993641172,1.1015734407292668,1.1771529192979409,1.2369508081142602,1.2900899507609829,1.3636186173653275,1.4480754429514011
vl,verylow,VLLO,2023,1.0227120943354335,1.1174440008485569,1.2030092614481342,1.2679198055771563,1.3243402907015451,1.3938556047293078,1.4703677296427815
vl,verylow,VLLO,2024,1.0295706989281963,1.1330194115098176,1.2221324493672248,1.29229158348054,1.351133225110328,1.42453464139887,1.5194934136701466
vl,verylow,VLLO,2025,1.048904482306303,1.1708372872153952,1.2442486237261854,1.3230445508759845,1.3771660930968053,1.456676003421034,1.5530293464028802
vl,verylow,VLLO,2026,1.0502824776337891,1.17598591426566,1.2712124871153667,1.339878829790414,1.400219804358594,1.4915706926454388,1.599269103897876
vl,verylow,VLLO,2027,1.081883898054635,1.2027753975860995,1.2993680526152669,1.3688919658077623,1.4243862938920626,1.5117406590287834,1.6112957736343314
vl,verylow,VLLO,2028,1.1122236406085644,1.2321757974927572,1.3167635450941266,1.3988762293834938,1.4677006615668622,1.5555076598247275,1.7013449188231713
vl,verylow,VLLO,2029,1.1312042009499306,1.2565101041274709,1.351176809735908,1.4367634959228563,1.5060323601349954,1.6072249410877275,1.7452455282963135
vl,verylow,VLLO,2030,1.1548592644018807,1.287861204042746,1.3838144313389835,1.4696940734499029,1.5394352918994216,1.650101814013739,1.7883709101037524
vl,verylow,VLLO,2031,1.1703176113072111,1.3120405885659616,1.4254310574760414,1.5048816812021537,1.5872561274962216,1.709754673739771,1.844362856689581
vl,verylow,VLLO,2032,1.2010252414905624,1.3350911312883331,1.441972324820466,1.52695554959497,1.6334002324505026,1.7427050823012362,1.886478707457584
vl,verylow,VLLO,2033,1.2086312599527276,1.3472321991567249,1.4409856843790816,1.5539626288990682,1.653750830689195,1.7769922173143835,1.9396326848191692
vl,verylow,VLLO,2034,1.2449704466886675,1.3743436889542002,1.4850385559277468,1.5725218984193745,1.6665603637505455,1.806453552200924,1.9790830781809012
vl,verylow,VLLO,2035,1.23572620040907,1.3672747599488144,1.49834399408215,1.5924452680473256,1.695540491393153,1.827072264810223,2.001009759699967
vl,verylow,VLLO,2036,1.239259884608559,1.3824777979472225,1.497555231871973,1.6040291195250695,1.70453687791167,1.8437290214080797,2.022861932100596
vl,verylow,VLLO,2037,1.2402429201921958,1.3919438889120834,1.5043926393835385,1.6304881005603766,1.7318783316527282,1.8751778659242389,2.050848020973598
vl,verylow,VLLO,2038,1.270069839185433,1.395613442959633,1.512364807811321,1.63556108211765,1.7455462222180835,1.878653942997679,2.097950234680521
vl,verylow,VLLO,2039,1.246719284960456,1.403658479758727,1.5332024382455889,1.6381989768677916,1.7515060738073929,1.8997798009083375,2.099814369301342
vl,verylow,VLLO,2040,1.2615455873207246,1.405075150093744,1.5348051212697955,1.65016900201673,1.7556236422420084,1.9160355491073264,2.092113385238632
