year,010,011,012,013,014,015
1992,2.974994,2.973069,2.976083,3.013267,2.975853,2.979381
1993,3.011419,2.990386,3.016891,2.996069,2.988334,2.966987
1994,2.983918,3.014479,2.979771,2.983629,2.967908,2.990323
1995,2.975526,2.996454,2.990420,2.994227,2.998715,2.971663
1996,3.011151,2.996699,3.017449,2.994726,3.004552,2.991211
1997,2.993204,3.019270,2.968211,2.994877,2.985542,2.993404
1998,3.000493,2.986631,2.990811,3.012911,2.975577,2.961191
1999,2.999634,2.995516,2.984633,2.988630,2.998366,2.990126
2000,3.002166,3.003098,2.970033,3.009558,2.989700,3.032962
2001,2.978816,3.008521,2.984715,3.011746,2.990100,2.978152
2002,2.990409,2.989888,2.998535,3.026158,3.013107,3.005465
2003,3.014809,3.003612,2.974954,3.026988,2.976181,3.019949
2004,3.014708,3.002983,2.998791,2.997752,2.989606,2.977743
2005,3.001151,3.016442,3.007673,3.006541,3.035731,2.960895
2006,2.989480,3.042764,2.972484,3.008135,2.995539,2.978931
2007,3.017460,2.999732,2.989680,3.001216,2.997944,3.021676
2008,2.999796,3.010136,2.989572,3.018004,3.012118,2.973842
2009,3.013026,3.043580,2.979491,3.016019,2.989538,3.009015
2010,3.034545,2.996577,2.990759,3.017381,2.993089,3.021878
2011,3.009169,3.015455,2.987272,3.037534,3.013093,2.992303
2012,3.006634,3.050695,3.006970,2.997698,2.983476,3.036316
2013,3.016048,3.021133,3.015145,3.034741,3.011822,2.993122
2014,3.000500,3.022394,2.991888,3.028748,3.035084,3.044554
2015,2.978957,3.024226,2.994094,2.996837,2.994264,2.993866
2016,2.996789,3.023815,3.012314,3.012662,2.997061,3.017271
2017,3.029066,3.027946,3.021553,3.022408,3.037819,3.021163
2018,3.006661,3.009369,3.005169,3.018327,2.996580,2.997946
2019,3.006648,3.026147,3.020169,3.041280,3.026119,3.056537
2020,3.022889,3.037928,3.010179,2.996173,3.018457,2.980990
2021,3.032282,3.026087,3.020072,3.028066,3.029074,2.997824
2022,3.028404,3.040162,3.044936,3.044344,3.017922,3.026941
2023,3.042039,3.022938,2.993074,3.009910,3.028431,3.014204
2024,3.027601,3.036083,3.016963,3.017515,3.004630,3.011683
2025,3.034925,3.045813,3.046975,3.046342,3.020346,3.026699
2026,3.052612,3.028522,3.018427,3.036745,3.038209,3.038087
2027,3.017583,3.045873,3.006641,3.054683,3.025709,3.052784
2028,2.998744,3.038507,3.031641,3.027667,3.023423,3.026397
2029,3.040902,3.036923,3.017248,3.063751,3.023827,3.045704
2030,3.033717,3.057021,3.046449,3.018274,3.010030,3.060034
2031,3.053995,3.019953,3.004835,3.035695,3.024689,3.026857
2032,3.044193,3.034524,3.030505,3.044799,3.041377,3.035474
2033,3.050746,3.053236,3.053598,3.040492,3.032904,3.055131
2034,3.039303,3.045533,3.025501,3.023140,3.055421,3.019745
2035,3.036307,3.053538,3.061447,3.020936,3.011334,3.061635
2036,3.048188,3.042918,3.044117,3.038148,3.032612,3.029223
2037,3.022827,3.024355,3.057252,3.033426,3.070578,3.045359
2038,3.049773,3.051867,3.029692,3.047580,3.024907,3.038394
2039,3.037641,3.072561,3.042989,3.045671,3.036245,3.048816
2040,3.077571,3.042917,3.062771,3.073849,3.063115,3.060999
2041,3.030674,3.039821,3.034096,3.049189,3.029028,3.042971
2042,3.064321,3.063589,3.057351,3.064779,3.045702,3.089655
2043,3.062169,3.040908,3.058550,3.045649,3.050502,3.053378
2044,3.057945,3.063453,3.049343,3.051732,3.053493,3.067466
2045,3.044729,3.068483,3.071172,3.044296,3.062649,3.043547
2046,3.058140,3.064027,3.049143,3.064138,3.046815,3.051482
2047,3.063475,3.081474,3.063745,3.066895,3.043794,3.056020
2048,3.063432,3.043437,3.063989,3.049437,3.051665,3.058624
