scenario,source,value,unit
ssp245,emulator,3.4350725035647844,degC
ssp245,emulator,3.596170688952947,degC
ssp245,emulator,3.392330097936034,degC
ssp245,emulator,3.3622096688979166,degC
ssp245,emulator,3.0988109447077594,degC
ssp245,emulator,3.464144644523481,degC
ssp245,emulator,3.3731828981095457,degC
ssp245,emulator,3.234700286536361,degC
ssp245,emulator,3.4896207848396674,degC
ssp245,emulator,3.5844459863006204,degC
ssp245,emulator,3.2135493297363436,degC
ssp245,emulator,3.5091779525339977,degC
ssp245,emulator,3.2209275172914804,degC
ssp245,emulator,3.4579445658943886,degC
ssp245,emulator,3.36804012371187,degC
ssp245,emulator,3.4107133197923236,degC
ssp245,emulator,3.3406927758338245,degC
ssp245,emulator,3.225309434173658,degC
ssp245,emulator,3.582381622714726,degC
ssp245,emulator,3.3780212746556497,degC
ssp245,emulator,3.253434240086813,degC
ssp245,emulator,3.2316716254274755,degC
ssp245,emulator,3.2631797191853114,degC
ssp245,emulator,3.4125116251447256,degC
ssp245,emulator,3.3411691782727875,degC
ssp245,emulator,3.5482280387485208,degC
ssp245,emulator,3.4128552597537496,degC
ssp245,emulator,3.4615520286591934,degC
ssp245,emulator,3.132482546487976,degC
ssp245,emulator,3.5071385082942523,degC
ssp245,emulator,3.3783437421632865,degC
ssp245,emulator,3.538597343235688,degC
ssp245,cesm2,3.258189708751104,degC
ssp245,cesm2,3.1144038092854203,degC
ssp245,cesm2,3.2842000925897423,degC
ssp245,cesm2,3.411660749020257,degC
ssp245,cesm2,3.2119155370781414,degC
ssp245,cesm2,3.2181717683524766,degC
ssp245,cesm2,3.4081090466851833,degC
ssp245,cesm2,2.971493606134345,degC
ssp245,cesm2,3.248503116417453,degC
ssp245,cesm2,3.3549747919777246,degC
ssp245,cesm2,3.2346184502157485,degC
ssp245,cesm2,3.1647383547221466,degC
ssp245,cesm2,3.3497925566784374,degC
ssp245,cesm2,3.1453842963677516,degC
ssp245,cesm2,3.274982175101229,degC
ssp245,cesm2,3.3951126223807933,degC
ssp245,cesm2,3.229428022674938,degC
ssp245,cesm2,3.133059434553445,degC
ssp245,cesm2,3.4292790781832423,degC
ssp245,cesm2,3.2702068214459814,degC
ssp245,cesm2,3.3134954269779087,degC
ssp245,cesm2,3.1359947303421336,degC
ssp245,cesm2,3.2610297554051044,degC
ssp245,cesm2,3.2680071160667126,degC
ssp245,cesm2,3.28238146471017,degC
ssp245,cesm2,3.323840686000267,degC
ssp245,cesm2,3.187657056169826,degC
ssp245,cesm2,3.5424919373718353,degC
ssp245,cesm2,3.2914906240343953,degC
ssp245,cesm2,3.471484494568699,degC
